Date,PlayerID,SleepHours,Nutrition
2018-04-17,16,6.0,Poor
2018-05-07,16,8.0,Excellent
2018-05-08,16,9.0,Excellent
2018-06-03,16,6.0,Okay
2018-06-04,16,5.0,Okay
2018-06-05,16,9.75,Okay
2018-07-15,16,9.0,Excellent
2018-07-16,16,8.25,Excellent
2018-01-21,17,10.5,Okay
2018-01-22,17,9.5,
2018-01-23,17,9.25,Okay
2018-04-09,17,8.5,
2018-04-10,17,9.75,Okay
2018-04-16,17,8.25,
2018-04-17,17,9.5,Okay
2018-05-07,17,8.5,
2018-06-05,17,10.0,Okay
