Date,PlayerID,SleepHours,Nutrition
2018-01-26,11,7.5,Excellent
2018-04-11,11,8.5,Excellent
2018-04-12,11,8.25,Excellent
2018-04-13,11,7.75,Excellent
2018-04-19,11,10.5,Okay
2018-04-20,11,8.5,Okay
2018-05-10,11,8.75,Excellent
2018-05-11,11,9.5,Excellent
2018-06-06,11,5.5,Okay
2018-06-07,11,9.0,Excellent
2018-06-08,11,9.75,Okay
2018-07-18,11,9.5,Excellent
2018-07-19,11,8.75,Excellent
2018-01-26,12,8.5,Okay
2018-04-11,12,8.0,Okay
2018-04-12,12,8.5,Okay
2018-04-13,12,8.5,Okay
2018-04-19,12,7.0,Okay
2018-05-11,12,7.0,Okay
2018-06-07,12,8.0,Okay
2018-01-26,13,8.5,Excellent
2018-04-11,13,9.0,Excellent
2018-04-12,13,9.0,Excellent
2018-04-13,13,9.0,Excellent
2018-04-19,13,9.5,Excellent
2018-04-20,13,8.5,Excellent
2018-05-10,13,9.75,Excellent
2018-05-11,13,9.0,Excellent
2018-06-06,13,10.0,Excellent
2018-06-07,13,9.25,Excellent
2018-06-08,13,9.0,Excellent
2018-07-18,13,9.0,Excellent
2018-07-19,13,8.5,Excellent
2018-01-26,14,8.25,Excellent
2018-04-11,14,9.0,Excellent
2018-04-12,14,8.75,
2018-04-13,14,9.0,Excellent
2018-04-19,14,9.75,Excellent
2018-04-20,14,8.5,Excellent
2018-05-10,14,9.25,Excellent
2018-05-11,14,9.25,Excellent
2018-06-06,14,9.5,Excellent
2018-06-07,14,9.0,Excellent
2018-06-08,14,10.25,Excellent
2018-07-18,14,9.75,Excellent
2018-07-19,14,9.5,
2018-04-12,15,9.0,Excellent
2018-04-20,15,9.75,Excellent
2018-05-10,15,9.75,Excellent
2018-06-06,15,8.25,Excellent
2018-06-07,15,11.25,Excellent
2018-06-08,15,7.25,Excellent
2018-07-18,15,9.25,Excellent
2018-07-19,15,9.25,Excellent
2018-01-26,16,8.0,Okay
2018-04-11,16,9.0,Excellent
2018-04-12,16,9.5,Excellent
2018-04-13,16,8.5,Excellent
2018-04-19,16,10.5,Excellent
2018-04-20,16,9.0,Excellent
2018-05-10,16,9.5,Excellent
2018-05-11,16,8.5,Excellent
2018-06-06,16,10.25,Excellent
2018-06-07,16,9.0,Excellent
2018-06-08,16,9.75,Excellent
2018-07-18,16,9.25,Excellent
2018-07-19,16,8.5,Excellent
2018-01-26,17,9.25,Okay
2018-04-11,17,10.5,Okay
2018-04-13,17,10.0,Okay
2018-04-19,17,9.5,Okay
2018-04-20,17,9.75,Okay
2018-05-11,17,9.75,Okay
2018-06-06,17,9.75,Excellent
2018-06-07,17,9.25,Okay
2018-06-08,17,9.5,Excellent
