Date,PlayerID,SleepHours,Nutrition
2018-04-11,11,8.5,Excellent
2018-04-12,11,8.25,Excellent
2018-04-18,11,9.0,Excellent
2018-04-19,11,10.5,Okay
2018-05-09,11,8.75,Excellent
2018-05-10,11,8.75,Excellent
2018-06-05,11,10.0,Okay
2018-06-06,11,5.5,Okay
2018-06-07,11,9.0,Excellent
2018-07-17,11,10.0,Excellent
2018-07-18,11,9.5,Excellent
2018-01-25,12,8.0,Okay
2018-04-10,12,8.0,Okay
2018-04-11,12,8.0,Okay
2018-04-12,12,8.5,Okay
2018-04-18,12,8.5,Okay
2018-04-19,12,7.0,Okay
2018-05-09,12,8.25,Okay
2018-06-05,12,8.0,Okay
2018-06-07,12,8.0,Okay
2018-01-25,13,8.75,Excellent
2018-04-10,13,8.25,Excellent
2018-04-11,13,9.0,Excellent
2018-04-12,13,9.0,Excellent
2018-04-18,13,9.5,Excellent
2018-04-19,13,9.5,Excellent
2018-05-09,13,8.75,Excellent
2018-05-10,13,9.75,Excellent
2018-06-05,13,8.5,Excellent
2018-06-06,13,10.0,Excellent
2018-06-07,13,9.25,Excellent
2018-07-17,13,9.0,Excellent
2018-07-18,13,9.0,Excellent
2018-01-25,14,9.0,Excellent
2018-04-10,14,9.25,Excellent
2018-04-11,14,9.0,Excellent
2018-04-12,14,8.75,
2018-04-18,14,9.25,
2018-04-19,14,9.75,Excellent
2018-05-09,14,8.75,Excellent
2018-05-10,14,9.25,Excellent
2018-06-05,14,10.5,
2018-06-06,14,9.5,Excellent
2018-06-07,14,9.0,Excellent
2018-07-17,14,9.0,Excellent
2018-07-18,14,9.75,Excellent
2018-01-25,15,7.75,Excellent
2018-04-10,15,8.75,Okay
2018-04-12,15,9.0,Excellent
2018-04-18,15,9.25,Excellent
2018-05-09,15,9.5,Excellent
2018-05-10,15,9.75,Excellent
2018-06-05,15,10.25,Okay
2018-06-06,15,8.25,Excellent
2018-06-07,15,11.25,Excellent
2018-07-17,15,8.75,Excellent
2018-07-18,15,9.25,Excellent
2018-01-25,16,8.25,Excellent
2018-04-10,16,9.0,Excellent
2018-04-11,16,9.0,Excellent
2018-04-12,16,9.5,Excellent
2018-04-18,16,9.25,Excellent
2018-04-19,16,10.5,Excellent
2018-05-09,16,9.0,Excellent
2018-05-10,16,9.5,Excellent
2018-06-05,16,9.75,Okay
2018-06-06,16,10.25,Excellent
2018-06-07,16,9.0,Excellent
2018-07-17,16,9.25,Excellent
2018-07-18,16,9.25,Excellent
2018-01-25,17,9.0,
2018-04-10,17,9.75,Okay
2018-04-11,17,10.5,Okay
2018-04-19,17,9.5,Okay
2018-06-05,17,10.0,Okay
2018-06-06,17,9.75,Excellent
2018-06-07,17,9.25,Okay
