Date,PlayerID,SleepHours,Nutrition
2018-01-27,14,8.25,Excellent
2018-04-12,14,8.75,
2018-04-13,14,9.0,Excellent
2018-04-14,14,8.75,Excellent
2018-04-20,14,8.5,Excellent
2018-04-21,14,9.75,Excellent
2018-05-11,14,9.25,Excellent
2018-06-07,14,9.0,Excellent
2018-06-08,14,10.25,Excellent
2018-06-09,14,9.5,Excellent
2018-07-19,14,9.5,
2018-07-20,14,8.5,Excellent
2018-04-12,15,9.0,Excellent
2018-04-20,15,9.75,Excellent
2018-04-21,15,8.75,Excellent
2018-05-12,15,8.25,Excellent
2018-06-07,15,11.25,Excellent
2018-06-08,15,7.25,Excellent
2018-06-09,15,8.75,Excellent
2018-07-19,15,9.25,Excellent
2018-07-20,15,9.0,Excellent
2018-01-27,16,6.0,Excellent
2018-04-12,16,9.5,Excellent
2018-04-13,16,8.5,Excellent
2018-04-14,16,8.0,Okay
2018-04-20,16,9.0,Excellent
2018-04-21,16,9.0,Excellent
2018-05-11,16,8.5,Excellent
2018-05-12,16,8.5,Excellent
2018-06-07,16,9.0,Excellent
2018-06-08,16,9.75,Excellent
2018-06-09,16,7.5,Okay
2018-07-19,16,8.5,Excellent
2018-07-20,16,9.0,Excellent
2018-01-27,17,9.0,Okay
2018-04-13,17,10.0,Okay
2018-04-20,17,9.75,Okay
2018-04-21,17,10.5,Okay
2018-05-11,17,9.75,Okay
2018-06-07,17,9.25,Okay
2018-06-08,17,9.5,Excellent
